LMP,Load,Temperature
93.67,67.53,32.2
75.66,67.11,33.21
38.67,66.8,34.21
18.35,64.47,34.67
9.3,60.95,34.7
5.27,57.96,34.4
4.29,55.8,33.81
5.29,54,32.87
7.1,52.54,31.72
8.74,51.4,30.6
10.34,50.39,29.63
12.16,49.46,28.81
13.88,48.68,28.17
15.71,48.01,27.67
17.23,47.44,27.3
18.44,46.99,27.03
19.14,46.71,26.78
20.1,46.44,26.65
21.06,46.17,26.56
21.13,46.1,26.51
21.09,46.05,26.46
8.48,39.45,9.63
8.84,39.32,9.87
10.17,39.43,9.66
10.86,39.63,9.58
10.18,39.99,9.4
11.1,39.94,9.15
12.53,39.63,8.98
12.94,39.42,8.89
13.38,39.27,8.83
13.93,38.97,8.75
15.12,38.56,8.59
14.77,38.42,8.74
14.06,38.33,8.79
13.9,38.21,8.84
14.55,37.97,8.87
14.78,37.86,8.92
13.94,37.97,8.98
13.68,38,8.98
13.32,38.03,9.09
12.78,38.22,9.19
13.26,38.25,9.15
12.82,38.51,9.2
13.28,38.62,9.1
12.57,38.82,9.09
12.27,39,9.08
13.01,38.98,8.99
13.42,39.01,8.93
14.06,38.89,8.84
13.8,38.82,8.79
13.84,38.76,8.8
14.32,38.59,8.76
14.95,38.32,8.71
13.89,38.43,8.87
14.46,38.39,8.74
15.41,38.17,8.61
15.39,38.15,8.68
14.43,38.21,8.74
14.35,38.14,8.73
15.16,37.91,8.75
16.19,37.86,8.7
14.34,38.02,8.86
13.01,38.2,8.94
13.43,38.27,9.01
14.5,38.25,8.99
14.68,38.41,8.91
13.34,38.67,8.96
12.87,38.83,8.92
13.86,38.77,8.86
15.03,38.72,8.8
15.14,38.7,8.7
15.02,38.57,8.63
15.05,38.29,8.69
15.33,37.86,8.77
14.66,37.53,9.06
12.47,37.48,9.36
11.03,37.19,9.69
9.16,36.98,10.22
7.67,36.86,10.74
7.31,36.91,11.27
8.12,37.07,11.69
8.7,37.5,12.04
8.17,37.86,12.38
6.27,37.93,12.88
4.66,37.75,13.44
5.18,37.32,13.76
7.41,36.89,13.64
9.13,37.07,13.42
11.7,37.89,13.37
15.99,38.99,13.88
21.68,40.24,14.81
28.82,41.28,15.85
31.62,42.23,16.62
25.21,42.69,17.09
17.84,42.72,17.2
13.82,42.47,16.99
14.34,42.38,16.61
16.08,42.37,16.19
15.94,42.44,15.89
14.96,42.46,15.74
14.53,42.46,15.63
13.78,42.46,15.49
12.58,42.22,15.39
10.75,41.73,15.28
9.43,41.05,15.06
8.6,40.17,14.84
8.99,39.24,14.53
10.31,38.72,14.45
13.23,38.65,14.83
17.66,38.76,15.42
20.78,39.13,15.71
17.41,39.63,15.7
10.06,39.92,15.33
2.51,40.81,15.25
3.26,41.55,15.55
9.77,41.56,16.59
12.93,40.83,17.67
13.83,49.31,30.07
14.49,49.39,29.8
14.28,49.32,29.54
16.06,48.92,29.08
16.95,48.44,28.66
18.74,47.95,28.12
20.12,47.62,27.72
21.55,47.15,27.43
22.6,46.85,27.17
23.56,46.57,27
24.09,46.39,26.89
24.43,46.25,26.82
24.44,46.16,26.85
24.14,46.14,26.88
23.54,46.17,27
22.32,46.35,27.09
21.25,46.52,27.27
19.76,46.87,27.49
18.19,47.42,27.74
16.92,48.11,27.96
15.86,49.03,28.23
15.25,50.18,28.45
15.25,51.49,28.62
15.74,52.91,28.81
16.41,54.53,28.86
17.6,56.15,28.85
19.38,57.86,28.75
21.73,59.6,28.62
25.66,61.38,28.32
30.46,63.1,27.98
37.84,64.92,27.54
46.74,66.57,27.25
59.27,68.04,27.31
73.78,69.85,27.44
87.54,71.69,27.7
101.78,73.53,27.8
117.07,74.97,28.04
141.15,74.97,28.4
158.14,74.97,28.87
165.61,74.97,29.29
172.09,74.97,29.65
165.99,74.97,29.98
147.92,74.97,30.56
110.51,74.97,31.61
76.24,73.06,32.77
44.21,71.77,33.91
25.49,70.55,34.91
14.2,69.86,35.66
8.48,69.44,36.19
7.97,69.27,36.31
13.68,69.11,36.02
31.9,68.59,34.99
74.53,67.27,33.74
95.09,66.7,33.54
61.71,66.74,34.22
29.77,65.15,34.85
14.46,61.96,35.2
7.97,58.94,35.12
6.46,56.49,34.6
6.91,54.69,33.85
8.06,53.26,32.98
9.69,52.14,31.89
11.31,51.17,30.84
12.74,50.35,30.02
14.42,49.52,29.32
15.87,48.84,28.71
17.54,48.22,28.29
18.56,47.77,28.04
18.99,47.47,27.82
19.21,47.24,27.77
18.69,47.23,27.79
18.14,47.3,27.91
17.04,47.67,28.08
16.22,48.21,28.29
15.44,48.93,28.55
14.9,50.06,28.74
15.25,51.28,28.99
15.76,52.75,29.2
16.54,54.29,29.36
17.91,55.95,29.43
19.72,57.62,29.37
22.6,59.39,29.19
27.73,61.04,28.87
35.06,62.58,28.54
45.11,64.11,28.48
56.2,65.59,28.6
62.75,67.51,28.92
66.73,69.44,29.23
72.69,71.3,29.15
82.18,72.62,29.23
93.56,73.09,29.53
97.77,72.68,29.96
97.16,72.27,29.95
100.87,71.76,29.66
105.15,71.29,29.51
102.73,71.48,29.38
6.53,54.21,33.15
6.11,54.48,32.93
6.1,54.34,32.73
6.12,54.24,32.34
6.44,53.69,31.82
7.33,53.35,31.15
8.16,52.84,30.67
8.94,52.39,30.16
9.68,51.99,29.64
10.47,51.57,29.18
11.48,51.16,28.84
12.18,50.86,28.59
12.6,50.65,28.38
13.41,50.37,28.24
13.59,50.25,28.1
14.01,50.14,28.01
14.24,50.03,27.93
14.36,49.97,27.87
14.49,49.93,27.82
14.76,49.85,27.83
14.74,49.88,27.79
14.89,49.87,27.9
14.6,49.92,27.88
14.45,49.99,27.87
14.43,50.02,27.87
14.29,50.06,27.92
14.52,50.05,27.99
14.21,50.11,28.06
14.1,50.16,28.11
14.03,50.16,28.16
13.91,50.24,28.21
13.95,50.24,28.28
13.84,50.3,28.31
13.74,50.34,28.36
13.71,50.4,28.32
13.79,50.36,28.44
13.46,50.47,28.43
13.41,50.43,28.49
13.34,50.49,28.51
13.21,50.42,28.56
13.11,50.53,28.58
13.22,50.44,28.58
12.91,50.52,28.64
12.7,50.57,28.69
12.69,50.52,28.77
12.42,50.6,28.88
12.08,50.62,29.06
11.27,50.79,29.2
10.79,50.87,29.44
10.34,51.03,29.73
9.72,51.3,30.12
9.37,51.63,30.47
9.02,52.06,30.91
8.84,52.68,31.36
9.04,53.38,31.88
9.21,54.28,32.32
10.05,55.37,32.49
11.62,56.49,32.5
13.81,57.77,32.23
17.36,59.11,31.72
22.7,60.23,31.16
29.15,61.4,30.64
35.59,62.68,30.3
40.72,64.16,30.13
47.39,65.54,29.68
59,66.68,28.83
72,67.62,28.15
82.53,68.93,27.99
93.63,70.04,28.16
101.88,71.39,28.47
109.02,72.58,28.62
120.38,73.72,28.57
126.27,74.97,28.66
136.93,74.97,28.85
146.61,74.97,29.2
155.34,74.97,29.47
155.9,74.97,29.73
157.9,74.97,29.94
151.07,74.97,30.13
139.68,74.97,30.43
137.64,74.97,30.47
134.46,74.97,30.5
132.68,74.97,30.76
125.42,74.97,30.77
115.1,74.97,31.17
106.37,74.97,31.53
101.5,74.97,31.57
104.51,74.97,31.51
116.52,74.97,31.18
120.89,74.97,30.76
114.97,74.91,30.79
98.2,74.41,31.13
73.27,73.49,31.7
48.18,72.51,32.51
29.92,71.98,33.22
21.66,72.87,33.39
10.88,53.46,32.09
10.69,53.55,31.96
10.58,53.4,31.84
10.9,53.18,31.5
10.96,52.76,31.16
11.7,52.42,30.66
12.36,52.03,30.28
13.08,51.66,29.99
13.71,51.33,29.73
14.43,51.01,29.53
14.86,50.78,29.35
15.21,50.63,29.24
15.56,50.47,29.11
15.61,50.4,29.02
15.87,50.29,28.95
16.3,50.11,28.9
16.43,50.05,28.81
16.45,49.98,28.71
16.59,49.89,28.64
16.82,49.75,28.54
17.05,49.68,28.47
17.26,49.58,28.41
17.32,49.53,28.32
17.67,49.38,28.21
17.53,49.37,28.11
17.78,49.24,28.02
18.03,49.13,27.92
18.22,49.04,27.9
18.35,48.98,27.81
18.74,48.86,27.74
18.85,48.78,27.64
19.12,48.7,27.6
19.09,48.67,27.52
19.23,48.58,27.46
19.59,48.47,27.45
19.6,48.44,27.41
19.61,48.4,27.38
19.47,48.39,27.38
19.53,48.34,27.35
19.52,48.31,27.37
19.41,48.32,27.38
19.06,48.33,27.42
18.74,48.39,27.54
18.07,48.46,27.68
17.28,48.6,27.85
16.67,48.75,28.07
15.88,49,28.32
14.94,49.37,28.62
14.16,49.9,28.92
13.43,50.49,29.28
13.29,51.32,29.53
13.66,52.19,29.79
13.93,53.37,30.02
14.67,54.64,30.07
15.9,56.04,30.03
17.74,57.5,29.87
20.48,58.95,29.56
24.25,60.36,29.15
28.37,61.86,28.81
32.53,63.48,28.6
37.17,65.11,28.34
43.37,66.64,28.02
51.98,67.94,27.57
62.41,69.21,27.29
74.78,70.34,27.26
86.75,71.64,27.37
94.94,73.1,27.46
105.75,74.37,27.42
117.12,74.97,27.42
129.74,74.97,27.62
140.6,74.97,27.85
149.98,74.97,28.13
157.01,74.97,28.29
164.3,74.97,28.5
172.52,74.97,28.58
176.98,74.97,28.76
184.88,74.97,28.99
184.37,74.97,29.2
183.11,74.97,29.5
174.37,74.97,29.75
166.88,74.97,29.99
142.57,74.97,30.53
114.81,74.32,31.23
79.71,72.87,32.2
47.51,71.77,33.21
27.82,71.13,34.32
17.59,70.63,35.11
14.74,70.09,35.52
17.61,69.9,35.46
27.89,69.32,34.88
49.29,69,33.89
76.68,68.34,32.96
89.17,68.03,32.53
85.77,67.63,32.23
86.07,66.53,31.82
76.29,66,31.92
20.98,36.87,23.94
22.03,36.62,24.11
24.03,36.66,24.01
24.89,36.62,23.78
25.44,36.27,23.69
26.84,35.85,23.65
27.33,35.54,23.62
26.52,35.41,23.62
25.26,35.48,23.61
23.8,35.69,23.56
21.94,36.09,23.42
20.03,36.62,23.28
17.86,37.36,23.1
15.84,38.26,22.91
14.04,39.36,22.77
13.13,40.49,22.71
13.23,41.6,22.8
13.79,42.54,23.08
15.01,43.32,23.47
17.38,43.9,24.08
21.45,44.35,25
27.96,44.87,26.14
37.74,45.65,27.31
48.32,46.92,28.18
57.26,48.33,28.66
62.06,49.79,28.88
63.48,51.14,29.07
63.64,52.36,29.11
63.42,53.34,29.17
62.03,54.27,29.2
61.6,55.08,29.2
61.79,55.74,29.1
62.63,56.26,29.09
62.54,56.49,29.03
63.87,56.92,28.93
64.11,57.19,28.85
63.58,57.31,28.9
61.61,57.03,29.05
60.69,56.58,29.17
61.43,56.28,29.12
62.14,56.29,29.09
61.31,56.22,29
56.53,56.21,29.01
54.98,56.68,29.05
52.6,56.9,29.01
49.54,56.96,29.11
44.31,56.31,29.33
40.03,55.4,29.59
36.64,54.09,30.03
34.41,53.06,30.42
32.75,52.14,30.87
32.78,51.69,31.25
34.64,51.27,31.63
39.76,50.48,31.82
45.21,49.07,31.95
47.19,47.53,31.94
43.77,45.96,31.84
36.18,44.28,31.59
28.23,42.8,31.01
21.92,41.82,29.95
19.21,41.22,28.59
19.34,40.57,27.21
20.67,39.86,25.89
21.65,39.13,24.89
22.04,38.35,24.27
22.68,37.66,23.95
23.55,37.09,23.82
24.4,36.65,23.76
24.77,36.32,23.73
25.22,36.04,23.73
25.78,35.86,23.69
26.34,35.65,23.71
26.34,35.53,23.71
25.91,35.52,23.68
25.75,35.53,23.65
25.01,35.62,23.62
24.26,35.77,23.57
23.42,36,23.52
22.23,36.32,23.41
20.9,36.77,23.32
19.52,37.33,23.16
17.96,38.06,23.01
16.87,38.82,22.93
15.95,39.69,22.84
15.58,40.51,22.83
15.83,41.38,22.83
16.4,42.1,22.92
17.52,42.71,23.01
18.52,43.24,23.04
19.25,43.57,23.11
19.89,43.94,23.11
20.76,44.18,23.09
21.07,44.39,23.09
21.37,44.49,23.06
21.86,44.55,23.04
21.45,44.65,23.11
13.12,49.45,30.1
13.58,49.72,29.84
13.7,49.57,29.69
15.12,49.33,29.15
15.7,48.86,28.69
17.65,48.37,28.16
19.13,47.91,27.73
20.41,47.5,27.37
21.84,47.09,27.11
22.74,46.83,26.91
23.41,46.61,26.74
23.88,46.42,26.62
24.45,46.25,26.57
24.53,46.19,26.57
24.19,46.18,26.63
23.72,46.17,26.69
22.85,46.2,26.82
21.83,46.29,27.02
20.32,46.54,27.27
18.43,46.9,27.55
16.86,47.4,27.85
15.45,48.07,28.21
14.74,49.03,28.52
14.49,50.21,28.84
14.67,51.63,29.16
15.16,53.24,29.45
16.3,55,29.57
18.14,56.81,29.52
21.13,58.6,29.22
28.9,60.13,28.66
40.9,61.38,28.36
52.34,63.23,28.44
65.06,65.16,28.44
76.3,67.04,28.03
63.57,69.22,29.02
42.32,69.25,31.49
20.04,68.78,33.86
8.95,67.86,35.64
3.62,68.29,36.51
4.35,68.27,36.76
13.53,68.48,36.2
44.66,67.92,34.58
92.67,67.08,33.39
74.03,67.66,34.01
36.63,66.84,34.79
15.61,63.88,35.25
8.31,60.26,35.18
5.41,57.66,34.81
5.7,55.57,34.1
6.61,54.05,33.28
8.1,52.83,32.32
9.5,51.87,31.32
11.05,50.98,30.42
12.63,50.17,29.66
14.27,49.42,29
15.81,48.77,28.51
16.78,48.27,28.11
17.67,47.84,27.85
18.4,47.48,27.7
18.36,47.35,27.72
17.79,47.38,27.77
16.77,47.55,27.9
15.71,47.96,28.1
14.86,48.53,28.33
14.28,49.35,28.6
13.9,50.47,28.78
14.03,51.84,28.94
14.75,53.41,29.01
16,55.07,28.94
17.32,56.82,28.87
20.18,58.58,28.67
23.52,60.31,28.41
28.06,62.13,28.18
34.24,64.01,27.72
42.03,65.78,27.3
52.94,67.28,27.12
66.43,68.89,27.19
80.72,70.59,27.31
94.95,72.36,27.38
111.3,74.26,27.48
128.23,74.97,27.78
144.18,74.97,28.27
153.3,74.97,28.74
162.83,74.97,29.13
173.24,74.97,29.31
173.56,74.97,29.6
171.15,74.97,29.82
164.69,74.97,30.01
159.16,74.97,30.18
147.41,74.97,30.34
143.29,74.97,30
137.21,74.97,29.66
140.11,74.94,29.4
128.52,73.9,29.27
111.62,73.32,29.28
100.8,73.98,29.19
11.57,51.24,30.59
11.72,51.43,30.39
11.5,51.28,30.22
12.35,51.03,29.78
12.93,50.48,29.42
13.84,50.15,28.86
15.2,49.68,28.46
16.46,49.24,28.14
17.21,48.98,27.81
18.03,48.68,27.59
18.78,48.42,27.46
19.12,48.25,27.29
19.65,48.1,27.23
20.17,47.95,27.19
20.28,47.85,27.16
20.24,47.85,27.06
20.58,47.7,27.03
20.51,47.68,26.97
20.8,47.61,26.95
20.95,47.59,26.98
21.08,47.54,26.95
21.03,47.58,27
20.77,47.62,27.03
20.66,47.57,27.05
20.32,47.62,27.14
19.76,47.67,27.19
19.25,47.75,27.23
18.78,47.78,27.32
17.99,47.9,27.5
17,48.17,27.64
16.27,48.4,27.88
15.3,48.77,28.14
14.28,49.34,28.38
13.88,49.97,28.68
13.71,50.7,29
13.59,51.66,29.31
13.83,52.75,29.54
14.22,54,29.68
14.96,55.32,29.72
16.05,56.66,29.64
17.95,58.01,29.5
20.44,59.36,29.29
23.63,60.67,29.04
26.96,62.04,28.8
30.98,63.57,28.52
36.07,65.06,28.21
42.67,66.46,27.91
51.48,67.74,27.52
62.68,68.98,27.14
75.73,70.08,27.09
87.89,71.26,27.33
94.04,72.69,27.68
101.9,73.86,27.78
111.59,74.97,27.75
122.7,74.97,28
132.62,74.97,28.3
142.57,74.97,28.44
146.52,74.97,28.6
152.21,74.97,28.8
155.68,74.97,28.86
158.53,74.97,28.78
161.51,74.97,28.97
164.29,74.97,29.11
166.46,74.97,29.29
167.98,74.97,29.39
161.19,74.97,29.6
157.16,74.97,29.61
148.71,74.97,29.77
116.99,74.97,30.57
84.49,73.89,31.8
54.82,72.29,32.9
33.71,70.8,33.85
19.17,70.23,34.73
12.52,69.85,35.32
11.78,69.87,35.49
17.84,69.68,35.32
35.19,69.63,34.34
74.94,68.82,33.12
99.56,68.15,33.07
66.86,68.21,34.1
32.03,67.24,34.8
15.53,64.45,35.05
8.54,61.36,34.91
6.43,58.81,34.5
6.19,56.97,34
6.87,55.44,33.48
7.48,54.41,32.83
8.34,53.45,32.07
9.02,52.74,31.29
10.19,51.99,30.58
11.15,51.32,29.97
12.23,50.72,29.36
13.35,50.14,28.88
14.54,49.65,28.49
15.29,49.27,28.27
15.44,49.04,28.18
9.95,49.51,30.89
10.27,49.74,30.67
10.1,49.63,30.54
11.06,49.41,30.03
11.48,48.93,29.65
12.39,48.68,29.07
13.5,48.28,28.7
14.16,47.98,28.44
14.69,47.75,28.23
14.88,47.63,28.09
14.88,47.58,28.03
14.74,47.58,28.02
14.54,47.7,28.1
14.1,47.96,28.25
13.3,48.35,28.42
12.74,48.83,28.58
12.32,49.39,28.79
12.08,50.03,29.07
12.12,50.82,29.31
12.7,51.62,29.58
13.29,52.58,29.8
13.82,53.65,29.92
15.09,54.81,29.91
16.41,55.98,29.83
17.69,57.11,29.78
19.6,58.19,29.68
21.7,59.26,29.51
24.74,60.3,29.19
29.47,61.44,28.78
37.54,62.29,28.15
47.29,63.01,27.77
60.03,63.79,27.76
71.42,64.99,27.91
83.95,66.12,28
87.06,67.62,28.39
85.08,68.91,29.33
71.23,69.38,30.69
57.79,69.36,31.94
44.88,69.45,33.01
37.2,69.72,33.79
32.82,70.58,34.09
33.34,71.18,34.14
39.29,71.95,33.78
53.55,72.7,32.77
75.34,73.4,31.7
99.78,74.07,30.71
126.08,74.69,29.88
145.8,74.97,29.39
159.87,74.97,29.19
162.02,74.97,29.16
163.66,74.97,29.22
166.41,74.97,29.36
173.71,74.97,29.45
175.65,74.97,29.53
176.26,74.97,29.82
167,74.97,30.22
156.37,74.97,30.34
151.6,74.97,30.38
144.55,74.47,30.6
123.87,72.46,31.44
101.7,70.52,32.38
102.19,68.26,32.82
103.27,66.48,33.31
78.61,65.76,34.28
40.17,65.75,35.34
18.99,64.28,35.82
10.19,61.38,35.97
6.49,58.57,35.85
5.36,56.53,35.36
5.55,54.98,34.87
6.15,53.76,34.32
6.55,52.91,33.61
7.41,52.08,32.8
8.07,51.37,31.98
8.84,50.72,31.04
10.34,49.97,30.27
11.73,49.33,29.55
13.09,48.7,28.95
14.38,48.19,28.45
15.43,47.76,28.02
16.43,47.39,27.73
17.19,47.08,27.51
18,46.79,27.34
18.45,46.63,27.21
18.83,46.48,27.13
19.35,46.31,27.1
19.36,46.25,27.08
19.35,46.25,26.99
19.68,46.13,27.03
19.34,46.15,27.03
19.34,46.15,27.04
18.97,46.17,27.15
18.53,46.26,27.15
18.85,46.25,27.23
18.46,46.35,27.26
17.84,46.44,27.27
16.28,44,6.05
16.37,43.85,6.14
17.44,44.04,6.01
19.14,43.94,5.85
18.38,43.84,5.75
17.8,43.79,5.79
18.62,43.46,5.82
18.61,43.08,5.94
17.78,42.79,6.16
16.52,42.48,6.44
15.3,42.18,6.87
13.81,41.85,7.39
11.79,41.67,8.02
10.17,41.56,8.78
7.99,41.55,9.69
6.92,41.41,10.55
7.5,41.1,11.1
11.98,40.5,11.26
16.32,40.28,11.18
21.41,40.65,11.11
22.28,41.81,11.58
23.71,42.9,12.25
23.7,43.83,13.06
24,44.14,13.96
24.59,44.18,14.74
26.34,44.15,15.19
29.66,44.32,15.4
34.52,44.78,15.42
39.66,45.44,15.25
42.14,46.33,14.87
39.66,47.11,14.33
33.07,47.87,13.74
25.53,48.42,12.89
19.48,48.52,11.96
15.94,48.28,11.05
13.97,47.99,10.39
13.5,47.86,9.91
13.5,48.01,9.51
13.02,48.29,9.01
12.38,48.56,8.56
11.98,48.62,8.04
11.53,48.57,7.6
11.96,48.31,7.15
12.16,47.91,6.82
12.4,47.65,6.58
13.26,47.18,6.36
13.28,46.87,6.24
13.5,46.59,6.22
14.19,46.23,6.14
13.94,46.04,6.1
14.48,45.86,6.07
15.26,45.73,5.94
15.84,45.73,5.85
17.3,45.4,5.56
16.7,45.29,5.49
17.26,44.96,5.45
17.5,44.67,5.43
18.12,44.47,5.39
19.37,44.2,5.33
19.97,44.06,5.2
20.95,43.79,5.15
21.25,43.58,5.1
20.87,43.43,5.09
21.91,43.14,5.11
22.58,42.89,5.1
23.1,42.76,5.15
23.28,42.69,5.11
22.97,42.59,5.11
22.98,42.47,5.22
23.12,42.42,5.24
23.42,42.38,5.18
23.79,42.3,5.21
23.03,42.38,5.33
22.52,42.48,5.33
23.03,42.36,5.34
23.62,42.29,5.38
22.92,42.4,5.47
22.16,42.43,5.5
21.77,42.32,5.55
21.71,42.16,5.73
20.85,42.12,5.88
19.75,41.98,6.07
19.13,41.75,6.36
17.99,41.51,6.69
16.2,41.38,7.11
12.72,41.36,7.79
9.49,41.17,8.68
5.8,41.01,9.82
7.18,40.21,10.78
7.75,39.87,11.53
12.4,40.01,11.28
20.45,39.77,10.34
17.07,40.81,10.38
17.79,42.68,10.86
22.29,44.06,12.22
33.16,43.47,13.41
10.3,51.85,31.34
10.34,52.05,31.14
10.14,51.94,30.96
10.77,51.72,30.55
11.05,51.23,30.11
12.01,50.89,29.53
13,50.41,29.17
13.64,50.11,28.76
14.64,49.68,28.46
15.19,49.44,28.2
15.87,49.16,28.05
16.26,49,27.91
16.87,48.82,27.84
17.23,48.72,27.75
17.32,48.67,27.73
17.49,48.57,27.72
17.58,48.52,27.62
17.8,48.43,27.59
17.75,48.43,27.53
18.23,48.3,27.58
17.97,48.34,27.53
17.98,48.3,27.44
18.47,48.19,27.44
18.46,48.15,27.42
18.51,48.17,27.39
18.44,48.15,27.41
18.38,48.12,27.36
18.71,48.02,27.34
18.54,48.02,27.35
18.62,47.99,27.34
18.72,47.91,27.33
18.5,47.91,27.32
18.47,47.9,27.3
18.37,47.86,27.36
18.22,47.87,27.43
17.44,47.95,27.53
16.85,48.03,27.61
16.36,48.06,27.73
15.4,48.31,27.92
14.58,48.57,28.14
13.73,48.93,28.39
12.92,49.44,28.64
12.62,50.07,28.94
12.49,50.89,29.21
12.65,51.86,29.49
12.95,53,29.71
13.38,54.22,29.89
14.1,55.54,29.97
15.24,56.89,29.89
16.95,58.24,29.7
19.7,59.5,29.39
22.63,60.83,29.1
26.19,62.16,28.86
30.33,63.67,28.63
35.32,65.1,28.38
41.43,66.49,28.08
50.28,67.68,27.79
59.76,68.78,27.75
70.1,70.04,27.82
77.7,71.47,27.82
91.07,72.84,27.74
106.88,74.09,27.59
119.69,74.97,27.76
128.83,74.97,28.15
134.55,74.97,28.39
143.09,74.97,28.44
148.58,74.97,28.51
154.3,74.97,28.7
153.58,74.97,28.87
157.54,74.97,28.84
158.49,74.97,28.93
165.21,74.97,29.11
165.17,74.97,29.34
166.74,74.97,29.47
161.39,74.97,29.77
157.31,74.97,29.83
144.24,74.97,29.93
122.1,74.97,30.65
88.86,73.78,31.76
60.76,72.01,32.63
37.45,71.11,33.56
23.45,70.3,34.44
15.48,70.11,35.05
13.32,70.05,35.37
17.58,70.01,35.27
32.69,69.81,34.57
67.26,68.85,33.41
96.06,68,33.14
70.95,68.02,33.93
36.12,67.28,34.57
17.61,64.72,35.05
8.44,61.75,35.09
5.57,59.27,34.63
5.18,57.59,34
6.04,56.32,33.36
7.17,55.48,32.78
6.6,41.14,10.48
7.57,40.74,10.65
8.63,40.92,10.56
10,40.88,10.34
10.07,40.64,10.12
9.73,40.2,10.06
9.36,39.81,10.21
9.82,39.49,10.31
9.95,39.28,10.37
10.07,39.16,10.44
9.82,39.18,10.54
10.09,39.17,10.46
10.77,39.01,10.4
11.1,38.95,10.36
11.29,38.82,10.25
11.77,38.6,10.15
12.81,38.33,10.06
14.41,37.87,9.84
14.78,37.46,9.8
14.82,37.17,9.79
15.54,36.76,9.74
17.06,36.29,9.63
18.43,35.93,9.61
18.08,35.71,9.71
17.51,35.56,9.77
18.47,35.14,9.82
19.53,34.8,9.85
19.76,34.85,9.86
19.69,34.8,9.91
18.34,34.76,9.99
18.41,34.59,10.11
18.61,34.47,10.15
18.68,34.45,10.12
18.17,34.59,10.21
17.73,34.68,10.25
17.36,34.74,10.28
17.33,34.71,10.32
17.44,34.72,10.34
16.91,34.85,10.37
16.41,34.99,10.34
16.46,34.98,10.37
16,35.04,10.42
16.1,35.01,10.48
15.34,35.09,10.54
15.54,35.05,10.6
14.61,35.18,10.73
14.4,35.16,10.75
13.52,35.26,10.89
13.31,35.2,10.98
13.06,35.12,11.11
12.2,35.08,11.28
11.79,35.04,11.48
11.01,35.02,11.66
10.23,34.9,11.89
8.71,34.99,12.17
7.33,34.96,12.47
5.72,34.85,12.95
4.14,34.82,13.41
3.61,35.02,13.79
5.74,35.41,13.93
9.95,36.24,14.02
15.08,37.36,14.41
20.99,38.4,15.03
23.63,39.12,15.8
22.84,39.57,16.49
20.72,39.8,16.79
17.81,39.79,16.88
16,39.78,16.83
15.98,39.77,16.74
16.15,39.9,16.7
16.82,40,16.74
17.19,40.07,16.88
16.98,39.97,16.99
16.63,39.92,17.08
16.58,39.9,17.07
16.56,39.85,17.05
16.71,39.86,17.08
17.06,39.86,17.13
16.97,39.92,17.15
16.89,39.76,17.12
16.79,39.74,17.15
16.69,39.79,17.12
17.03,39.81,17.17
17.13,39.73,17.21
16.69,39.56,17.19
16.58,39.51,17.07
16.37,39.56,16.92
16.34,39.83,16.82
16.52,40.04,16.85
15.49,39.88,17.09
12.55,39.65,17.11
8.97,39.49,16.67
4.61,39.79,16.19
5.36,40.49,16.02
10.45,41.08,16.52
16.62,40.62,17.23
18.13,46.57,5.73
17.81,46.4,5.97
21.09,46.3,5.58
21.63,46.47,5.47
19.98,46.84,5.25
21.17,46.67,5.04
23.07,46.2,4.97
22.15,46.34,5.05
22.97,46.17,4.94
24.59,45.74,4.79
24.93,45.67,4.84
25.62,45.51,4.81
24.48,45.4,4.78
23.86,45.28,4.96
24.79,44.91,5.07
24.37,44.72,5.17
22.91,44.58,5.5
21.17,44.38,5.81
19.24,44.07,6.21
16.99,43.67,6.88
13.87,43.45,7.78
10.59,43.33,8.79
9.39,43.11,9.81
10.29,42.88,10.67
13.46,42.69,11.16
19.3,42.47,11.25
26.84,42.36,11.12
28.38,42.77,11.26
28.49,43.41,11.79
28.83,44.2,12.62
31.72,44.48,13.47
35.82,44.54,14.19
38.73,44.66,14.56
40.24,45.03,14.72
44.07,45.55,14.69
48.9,46.38,14.57
53.13,47.55,14.19
50.61,49.08,13.64
39.75,50.22,13.02
28.29,50.83,12.22
21.24,51.04,11.22
17.28,50.88,10.23
15.95,50.55,9.33
14.79,50.33,8.7
14.89,50.37,8.26
15.18,50.38,7.76
14.51,50.47,7.22
14.33,50.21,6.75
14.64,49.82,6.43
14.83,49.58,6.23
16.52,49.09,5.98
16.83,48.97,5.82
17.85,48.68,5.59
18.3,48.26,5.54
17.37,48.32,5.54
19,47.99,5.37
19.54,47.64,5.19
18.98,47.57,5.4
18,47.25,5.48
18.82,47.37,5.47
20.27,47.34,5.46
24.4,46.78,4.89
20.81,47.06,5.17
19.42,47.04,5.16
20.93,46.48,5.06
21.56,46.41,5.21
22.93,46.39,5.12
23.38,46.29,4.9
21.92,46.39,4.93
22.91,46.16,4.92
24.29,45.72,4.78
23.79,45.77,4.96
24.57,45.68,4.95
25.57,45.39,4.79
24.85,45.31,4.9
24.58,45.28,5.02
24.53,45.06,5.03
24.65,44.83,5.13
24.62,44.64,5.3
23.41,44.57,5.45
22.33,44.36,5.66
22.1,43.96,5.96
21.47,43.59,6.38
19.88,43.46,6.85
17.39,43.41,7.41
13.51,43.27,8.27
8.71,43.01,9.45
6.1,42.55,10.71
9.45,41.6,11.43
15.39,41,11.7
23.82,40.89,11.12
30.27,40.97,10.12
20.18,42.85,10.16
19.75,45.13,10.64
24.49,46.42,12.19
